node,t,T,H,x,y
8,13,11.43,46.98,38.20791412206299,44.22960000000023
8,14,11.57,45.17,38.20791412206299,44.22960000000023
8,15,12.62,43.66,38.20791412206299,44.22960000000023
8,16,12.47,49.74,38.20791412206299,44.22960000000023
8,17,12.29,54.89,38.20791412206299,44.22960000000023
8,18,12.75,52.58,38.20791412206299,44.22960000000023
8,19,10.92,59.19,38.20791412206299,44.22960000000023
8,20,10.35,58.18,38.20791412206299,44.22960000000023
8,21,10.77,51.78,38.20791412206299,44.22960000000023
8,22,10.95,51.02,38.20791412206299,44.22960000000023
8,23,10.8,53.62,38.20791412206299,44.22960000000023
8,24,11.45,51.35,38.20791412206299,44.22960000000023
8,25,13.16,51.02,38.20791412206299,44.22960000000023
8,26,14.71,49.92,38.20791412206299,44.22960000000023
8,27,15.75,47.89,38.20791412206299,44.22960000000023
8,28,14.28,54.94,38.20791412206299,44.22960000000023
8,29,14.47,52.44,38.20791412206299,44.22960000000023
8,30,13.57,64.19,38.20791412206299,44.22960000000023
8,31,11.63,82.08,38.20791412206299,44.22960000000023
8,32,11.13,60.4,38.20791412206299,44.22960000000023
8,33,12.2,49.59,38.20791412206299,44.22960000000023
8,34,12.84,75.76,38.20791412206299,44.22960000000023
8,35,11.49,71.85,38.20791412206299,44.22960000000023
8,36,10.34,59.74,38.20791412206299,44.22960000000023
8,37,11.09,51.18,38.20791412206299,44.22960000000023
8,38,11.02,47.24,38.20791412206299,44.22960000000023
8,39,13.37,41.17,38.20791412206299,44.22960000000023
8,40,14.46,42.87,38.20791412206299,44.22960000000023
8,41,14.9,43.73,38.20791412206299,44.22960000000023
8,42,15.9,44.22,38.20791412206299,44.22960000000023
8,43,16.19,48.7,38.20791412206299,44.22960000000023
8,44,15.78,47.89,38.20791412206299,44.22960000000023
8,45,15.77,44.94,38.20791412206299,44.22960000000023
8,46,16.38,39.72,38.20791412206299,44.22960000000023
8,47,16.93,39.21,38.20791412206299,44.22960000000023
8,48,16.63,49.3,38.20791412206299,44.22960000000023
8,49,18.06,47.07,38.20791412206299,44.22960000000023
8,50,16.05,58.99,38.20791412206299,44.22960000000023
8,51,14.49,53.65,38.20791412206299,44.22960000000023
8,52,13.63,48.3,38.20791412206299,44.22960000000023
8,53,13.62,38.99,38.20791412206299,44.22960000000023
8,54,13.84,38.65,38.20791412206299,44.22960000000023
8,55,13.1,45.33,38.20791412206299,44.22960000000023
8,56,13.69,41.81,38.20791412206299,44.22960000000023
8,57,13.75,50.02,38.20791412206299,44.22960000000023
8,58,15.32,49.35,38.20791412206299,44.22960000000023
8,59,16.48,49.88,38.20791412206299,44.22960000000023
8,60,17.16,57.47,38.20791412206299,44.22960000000023
8,61,16.18,73.17,38.20791412206299,44.22960000000023
8,62,13.04,69.12,38.20791412206299,44.22960000000023
8,63,11.27,54.63,38.20791412206299,44.22960000000023
8,64,13.37,50.5,38.20791412206299,44.22960000000023
8,65,14.02,50.79,38.20791412206299,44.22960000000023
8,66,15.23,54.78,38.20791412206299,44.22960000000023
8,67,16.14,48.25,38.20791412206299,44.22960000000023
8,68,17.45,46.49,38.20791412206299,44.22960000000023
8,69,18.78,42.77,38.20791412206299,44.22960000000023
8,70,19.59,44.77,38.20791412206299,44.22960000000023
8,71,20.07,47.52,38.20791412206299,44.22960000000023
8,72,18.22,52.6,38.20791412206299,44.22960000000023
8,73,17.8,56.9,38.20791412206299,44.22960000000023
8,74,19.22,45.55,38.20791412206299,44.22960000000023
8,75,19.66,39.62,38.20791412206299,44.22960000000023
8,76,20.57,40.51,38.20791412206299,44.22960000000023
8,77,21.68,40.91,38.20791412206299,44.22960000000023
8,78,21.55,44.23,38.20791412206299,44.22960000000023
8,79,22.46,42.92,38.20791412206299,44.22960000000023
8,80,22.57,43.88,38.20791412206299,44.22960000000023
8,81,21.93,51.81,38.20791412206299,44.22960000000023
8,82,23.45,44.92,38.20791412206299,44.22960000000023
8,83,22.93,39.3,38.20791412206299,44.22960000000023
8,84,22.8,41.43,38.20791412206299,44.22960000000023
8,85,24.91,40.61,38.20791412206299,44.22960000000023
8,86,24.99,44.8,38.20791412206299,44.22960000000023
8,87,25.23,51.11,38.20791412206299,44.22960000000023
8,88,26.7,49.29,38.20791412206299,44.22960000000023
8,89,23.82,61.15,38.20791412206299,44.22960000000023
8,90,23.59,50.15,38.20791412206299,44.22960000000023
8,91,21.69,52.04,38.20791412206299,44.22960000000023
8,92,22.91,46.31,38.20791412206299,44.22960000000023
8,93,25.36,39.28,38.20791412206299,44.22960000000023
8,94,24.13,39.26,38.20791412206299,44.22960000000023
8,95,24.3,38.71,38.20791412206299,44.22960000000023
8,96,23.71,36.78,38.20791412206299,44.22960000000023
8,97,24.61,35.33,38.20791412206299,44.22960000000023
8,98,24.96,34.35,38.20791412206299,44.22960000000023
8,99,25.44,32.99,38.20791412206299,44.22960000000023
8,100,26.01,34.01,38.20791412206299,44.22960000000023
8,101,26.41,36.65,38.20791412206299,44.22960000000023
8,102,27.14,34.89,38.20791412206299,44.22960000000023
8,103,27.71,38.78,38.20791412206299,44.22960000000023
8,104,23.62,58.84,38.20791412206299,44.22960000000023
8,105,25.65,53.95,38.20791412206299,44.22960000000023
8,106,25.57,51.1,38.20791412206299,44.22960000000023
8,107,24.82,42.64,38.20791412206299,44.22960000000023
8,108,27.1,36.05,38.20791412206299,44.22960000000023
8,109,27.77,38.18,38.20791412206299,44.22960000000023
8,110,25.99,44.36,38.20791412206299,44.22960000000023
8,111,27.17,42.93,38.20791412206299,44.22960000000023
8,112,27.09,38.85,38.20791412206299,44.22960000000023
8,113,27.1,36.66,38.20791412206299,44.22960000000023
8,114,26.36,39.34,38.20791412206299,44.22960000000023
8,115,28.15,36.8,38.20791412206299,44.22960000000023
8,116,29.28,33.21,38.20791412206299,44.22960000000023
8,117,26.43,45.53,38.20791412206299,44.22960000000023
8,118,26.9,40.06,38.20791412206299,44.22960000000023
8,119,22.41,57.52,38.20791412206299,44.22960000000023
8,120,24.52,42.8,38.20791412206299,44.22960000000023
8,121,22.74,43.98,38.20791412206299,44.22960000000023
9,0,11.86,61.5,42.983903387320524,49.75830000000031
9,1,11.1,59.61,42.983903387320524,49.75830000000031
9,2,12.41,50.01,42.983903387320524,49.75830000000031
9,3,12.32,45.67,42.983903387320524,49.75830000000031
9,4,11.84,47.77,42.983903387320524,49.75830000000031
9,5,11.14,50.69,42.983903387320524,49.75830000000031
9,6,11.64,49.5,42.983903387320524,49.75830000000031
9,7,12.4,47.22,42.983903387320524,49.75830000000031
9,8,11.42,55.37,42.983903387320524,49.75830000000031
9,9,10.39,56.98,42.983903387320524,49.75830000000031
9,10,10.15,54.63,42.983903387320524,49.75830000000031
9,11,11.23,51.88,42.983903387320524,49.75830000000031
9,12,12.86,48.44,42.983903387320524,49.75830000000031
9,13,11.43,46.98,42.983903387320524,49.75830000000031
9,14,11.57,45.17,42.983903387320524,49.75830000000031
9,15,12.62,43.66,42.983903387320524,49.75830000000031
9,16,12.47,49.74,42.983903387320524,49.75830000000031
9,17,12.29,54.89,42.983903387320524,49.75830000000031
9,18,12.75,52.58,42.983903387320524,49.75830000000031
9,19,10.92,59.19,42.983903387320524,49.75830000000031
9,20,10.35,58.18,42.983903387320524,49.75830000000031
9,21,10.77,51.78,42.983903387320524,49.75830000000031
9,22,10.95,51.02,42.983903387320524,49.75830000000031
9,23,10.8,53.62,42.983903387320524,49.75830000000031
9,24,11.45,51.35,42.983903387320524,49.75830000000031
9,25,13.16,51.02,42.983903387320524,49.75830000000031
9,26,14.71,49.92,42.983903387320524,49.75830000000031
9,27,15.75,47.89,42.983903387320524,49.75830000000031
9,28,14.28,54.94,42.983903387320524,49.75830000000031
9,29,14.47,52.44,42.983903387320524,49.75830000000031
9,30,13.57,64.19,42.983903387320524,49.75830000000031
9,31,11.63,82.08,42.983903387320524,49.75830000000031
9,32,11.13,60.4,42.983903387320524,49.75830000000031
9,33,12.2,49.59,42.983903387320524,49.75830000000031
9,34,12.84,75.76,42.983903387320524,49.75830000000031
9,35,11.49,71.85,42.983903387320524,49.75830000000031
9,36,10.34,59.74,42.983903387320524,49.75830000000031
9,37,11.09,51.18,42.983903387320524,49.75830000000031
9,38,11.02,47.24,42.983903387320524,49.75830000000031
9,39,13.37,41.17,42.983903387320524,49.75830000000031
9,40,14.46,42.87,42.983903387320524,49.75830000000031
9,41,14.9,43.73,42.983903387320524,49.75830000000031
9,42,15.9,44.22,42.983903387320524,49.75830000000031
9,43,16.19,48.7,42.983903387320524,49.75830000000031
9,44,15.78,47.89,42.983903387320524,49.75830000000031
9,45,15.77,44.94,42.983903387320524,49.75830000000031
9,46,16.38,39.72,42.983903387320524,49.75830000000031
9,47,16.93,39.21,42.983903387320524,49.75830000000031
9,48,16.63,49.3,42.983903387320524,49.75830000000031
9,49,18.06,47.07,42.983903387320524,49.75830000000031
9,50,16.05,58.99,42.983903387320524,49.75830000000031
9,51,14.49,53.65,42.983903387320524,49.75830000000031
9,52,13.63,48.3,42.983903387320524,49.75830000000031
9,53,13.62,38.99,42.983903387320524,49.75830000000031
9,54,13.84,38.65,42.983903387320524,49.75830000000031
9,55,13.1,45.33,42.983903387320524,49.75830000000031
9,56,13.69,41.81,42.983903387320524,49.75830000000031
9,57,13.75,50.02,42.983903387320524,49.75830000000031
9,58,15.32,49.35,42.983903387320524,49.75830000000031
9,59,16.48,49.88,42.983903387320524,49.75830000000031
9,60,17.16,57.47,42.983903387320524,49.75830000000031
9,61,16.18,73.17,42.983903387320524,49.75830000000031
9,62,13.04,69.12,42.983903387320524,49.75830000000031
9,63,11.27,54.63,42.983903387320524,49.75830000000031
9,64,13.37,50.5,42.983903387320524,49.75830000000031
9,65,14.02,50.79,42.983903387320524,49.75830000000031
9,66,15.23,54.78,42.983903387320524,49.75830000000031
9,67,16.14,48.25,42.983903387320524,49.75830000000031
9,68,17.45,46.49,42.983903387320524,49.75830000000031
9,69,18.78,42.77,42.983903387320524,49.75830000000031
9,70,19.59,44.77,42.983903387320524,49.75830000000031
9,71,20.07,47.52,42.983903387320524,49.75830000000031
9,72,18.22,52.6,42.983903387320524,49.75830000000031
9,73,17.8,56.9,42.983903387320524,49.75830000000031
9,74,19.22,45.55,42.983903387320524,49.75830000000031
9,75,19.66,39.62,42.983903387320524,49.75830000000031
9,76,20.57,40.51,42.983903387320524,49.75830000000031
9,77,21.68,40.91,42.983903387320524,49.75830000000031
9,78,21.55,44.23,42.983903387320524,49.75830000000031
9,79,22.46,42.92,42.983903387320524,49.75830000000031
9,80,22.57,43.88,42.983903387320524,49.75830000000031
9,81,21.93,51.81,42.983903387320524,49.75830000000031
9,82,23.45,44.92,42.983903387320524,49.75830000000031
9,83,22.93,39.3,42.983903387320524,49.75830000000031
9,84,22.8,41.43,42.983903387320524,49.75830000000031
9,85,24.91,40.61,42.983903387320524,49.75830000000031
9,86,24.99,44.8,42.983903387320524,49.75830000000031
9,87,25.23,51.11,42.983903387320524,49.75830000000031
9,88,26.7,49.29,42.983903387320524,49.75830000000031
9,89,23.82,61.15,42.983903387320524,49.75830000000031
9,90,23.59,50.15,42.983903387320524,49.75830000000031
9,91,21.69,52.04,42.983903387320524,49.75830000000031
9,92,22.91,46.31,42.983903387320524,49.75830000000031
9,93,25.36,39.28,42.983903387320524,49.75830000000031
9,94,24.13,39.26,42.983903387320524,49.75830000000031
9,95,24.3,38.71,42.983903387320524,49.75830000000031
9,96,23.71,36.78,42.983903387320524,49.75830000000031
9,97,24.61,35.33,42.983903387320524,49.75830000000031
9,98,24.96,34.35,42.983903387320524,49.75830000000031
9,99,25.44,32.99,42.983903387320524,49.75830000000031
9,100,26.01,34.01,42.983903387320524,49.75830000000031
9,101,26.41,36.65,42.983903387320524,49.75830000000031
9,102,27.14,34.89,42.983903387320524,49.75830000000031
9,103,27.71,38.78,42.983903387320524,49.75830000000031
9,104,23.62,58.84,42.983903387320524,49.75830000000031
9,105,25.65,53.95,42.983903387320524,49.75830000000031
9,106,25.57,51.1,42.983903387320524,49.75830000000031
9,107,24.82,42.64,42.983903387320524,49.75830000000031
9,108,27.1,36.05,42.983903387320524,49.75830000000031
9,109,27.77,38.18,42.983903387320524,49.75830000000031
9,110,25.99,44.36,42.983903387320524,49.75830000000031
9,111,27.17,42.93,42.983903387320524,49.75830000000031
9,112,27.09,38.85,42.983903387320524,49.75830000000031
9,113,27.1,36.66,42.983903387320524,49.75830000000031
9,114,26.36,39.34,42.983903387320524,49.75830000000031
9,115,28.15,36.8,42.983903387320524,49.75830000000031
9,116,29.28,33.21,42.983903387320524,49.75830000000031
9,117,26.43,45.53,42.983903387320524,49.75830000000031
9,118,26.9,40.06,42.983903387320524,49.75830000000031
9,119,22.41,57.52,42.983903387320524,49.75830000000031
9,120,24.52,42.8,42.983903387320524,49.75830000000031
9,121,22.74,43.98,42.983903387320524,49.75830000000031
10,0,11.86,61.5,47.75989265257805,55.287
10,1,11.1,59.61,47.75989265257805,55.287
10,2,12.41,50.01,47.75989265257805,55.287
10,3,12.32,45.67,47.75989265257805,55.287
10,4,11.84,47.77,47.75989265257805,55.287
10,5,11.14,50.69,47.75989265257805,55.287
10,6,11.64,49.5,47.75989265257805,55.287
10,7,12.4,47.22,47.75989265257805,55.287
10,8,11.42,55.37,47.75989265257805,55.287
10,9,10.39,56.98,47.75989265257805,55.287
10,10,10.15,54.63,47.75989265257805,55.287
10,11,11.23,51.88,47.75989265257805,55.287
10,12,12.86,48.44,47.75989265257805,55.287
10,13,11.43,46.98,47.75989265257805,55.287
10,14,11.57,45.17,47.75989265257805,55.287
10,15,12.62,43.66,47.75989265257805,55.287
10,16,12.47,49.74,47.75989265257805,55.287
10,17,12.29,54.89,47.75989265257805,55.287
10,18,12.75,52.58,47.75989265257805,55.287
10,19,10.92,59.19,47.75989265257805,55.287
10,20,10.35,58.18,47.75989265257805,55.287
10,21,10.77,51.78,47.75989265257805,55.287
10,22,10.95,51.02,47.75989265257805,55.287
10,23,10.8,53.62,47.75989265257805,55.287
10,24,11.45,51.35,47.75989265257805,55.287
10,25,13.16,51.02,47.75989265257805,55.287
10,26,14.71,49.92,47.75989265257805,55.287
10,27,15.75,47.89,47.75989265257805,55.287
10,28,14.28,54.94,47.75989265257805,55.287
10,29,14.47,52.44,47.75989265257805,55.287
10,30,13.57,64.19,47.75989265257805,55.287
10,31,11.63,82.08,47.75989265257805,55.287
10,32,11.13,60.4,47.75989265257805,55.287
10,33,12.2,49.59,47.75989265257805,55.287
10,34,12.84,75.76,47.75989265257805,55.287
10,35,11.49,71.85,47.75989265257805,55.287
10,36,10.34,59.74,47.75989265257805,55.287
10,37,11.09,51.18,47.75989265257805,55.287
10,38,11.02,47.24,47.75989265257805,55.287
10,39,13.37,41.17,47.75989265257805,55.287
10,40,14.46,42.87,47.75989265257805,55.287
10,41,14.9,43.73,47.75989265257805,55.287
10,42,15.9,44.22,47.75989265257805,55.287
10,43,16.19,48.7,47.75989265257805,55.287
10,44,15.78,47.89,47.75989265257805,55.287
10,45,15.77,44.94,47.75989265257805,55.287
10,46,16.38,39.72,47.75989265257805,55.287
10,47,16.93,39.21,47.75989265257805,55.287
10,48,16.63,49.3,47.75989265257805,55.287
10,49,18.06,47.07,47.75989265257805,55.287
10,50,16.05,58.99,47.75989265257805,55.287
10,51,14.49,53.65,47.75989265257805,55.287
10,52,13.63,48.3,47.75989265257805,55.287
10,53,13.62,38.99,47.75989265257805,55.287
10,54,13.84,38.65,47.75989265257805,55.287
10,55,13.1,45.33,47.75989265257805,55.287
10,56,13.69,41.81,47.75989265257805,55.287
10,57,13.75,50.02,47.75989265257805,55.287
10,58,15.32,49.35,47.75989265257805,55.287
10,59,16.48,49.88,47.75989265257805,55.287
10,60,17.16,57.47,47.75989265257805,55.287
10,61,16.18,73.17,47.75989265257805,55.287
10,62,13.04,69.12,47.75989265257805,55.287
10,63,11.27,54.63,47.75989265257805,55.287
10,64,13.37,50.5,47.75989265257805,55.287
10,65,14.02,50.79,47.75989265257805,55.287
10,66,15.23,54.78,47.75989265257805,55.287
10,67,16.14,48.25,47.75989265257805,55.287
10,68,17.45,46.49,47.75989265257805,55.287
10,69,18.78,42.77,47.75989265257805,55.287
10,70,19.59,44.77,47.75989265257805,55.287
10,71,20.07,47.52,47.75989265257805,55.287
10,72,18.22,52.6,47.75989265257805,55.287
10,73,17.8,56.9,47.75989265257805,55.287
10,74,19.22,45.55,47.75989265257805,55.287
10,75,19.66,39.62,47.75989265257805,55.287
10,76,20.57,40.51,47.75989265257805,55.287
10,77,21.68,40.91,47.75989265257805,55.287
10,78,21.55,44.23,47.75989265257805,55.287
10,79,22.46,42.92,47.75989265257805,55.287
10,80,22.57,43.88,47.75989265257805,55.287
10,81,21.93,51.81,47.75989265257805,55.287
10,82,23.45,44.92,47.75989265257805,55.287
10,83,22.93,39.3,47.75989265257805,55.287
10,84,22.8,41.43,47.75989265257805,55.287
10,85,24.91,40.61,47.75989265257805,55.287
10,86,24.99,44.8,47.75989265257805,55.287
10,87,25.23,51.11,47.75989265257805,55.287
10,88,26.7,49.29,47.75989265257805,55.287
10,89,23.82,61.15,47.75989265257805,55.287
10,90,23.59,50.15,47.75989265257805,55.287
10,91,21.69,52.04,47.75989265257805,55.287
10,92,22.91,46.31,47.75989265257805,55.287
10,93,25.36,39.28,47.75989265257805,55.287
10,94,24.13,39.26,47.75989265257805,55.287
10,95,24.3,38.71,47.75989265257805,55.287
10,96,23.71,36.78,47.75989265257805,55.287
10,97,24.61,35.33,47.75989265257805,55.287
10,98,24.96,34.35,47.75989265257805,55.287
10,99,25.44,32.99,47.75989265257805,55.287
10,100,26.01,34.01,47.75989265257805,55.287
10,101,26.41,36.65,47.75989265257805,55.287
10,102,27.14,34.89,47.75989265257805,55.287
10,103,27.71,38.78,47.75989265257805,55.287
10,104,23.62,58.84,47.75989265257805,55.287
10,105,25.65,53.95,47.75989265257805,55.287
10,106,25.57,51.1,47.75989265257805,55.287
10,107,24.82,42.64,47.75989265257805,55.287
10,108,27.1,36.05,47.75989265257805,55.287
10,109,27.77,38.18,47.75989265257805,55.287
10,110,25.99,44.36,47.75989265257805,55.287
10,111,27.17,42.93,47.75989265257805,55.287
10,112,27.09,38.85,47.75989265257805,55.287
10,113,27.1,36.66,47.75989265257805,55.287
10,114,26.36,39.34,47.75989265257805,55.287
10,115,28.15,36.8,47.75989265257805,55.287
10,116,29.28,33.21,47.75989265257805,55.287
10,117,26.43,45.53,47.75989265257805,55.287
10,118,26.9,40.06,47.75989265257805,55.287
10,119,22.41,57.52,47.75989265257805,55.287
10,120,24.52,42.8,47.75989265257805,55.287
10,121,22.74,43.98,47.75989265257805,55.287
11,0,11.86,61.5,52.535881917836946,60.81570000000008
11,1,11.1,59.61,52.535881917836946,60.81570000000008
11,2,12.41,50.01,52.535881917836946,60.81570000000008
11,3,12.32,45.67,52.535881917836946,60.81570000000008
11,4,11.84,47.77,52.535881917836946,60.81570000000008
11,5,11.14,50.69,52.535881917836946,60.81570000000008
11,6,11.64,49.5,52.535881917836946,60.81570000000008
11,7,12.4,47.22,52.535881917836946,60.81570000000008
11,8,11.42,55.37,52.535881917836946,60.81570000000008
11,9,10.39,56.98,52.535881917836946,60.81570000000008
11,10,10.15,54.63,52.535881917836946,60.81570000000008
11,11,11.23,51.88,52.535881917836946,60.81570000000008
11,12,12.86,48.44,52.535881917836946,60.81570000000008
11,13,11.43,46.98,52.535881917836946,60.81570000000008
11,14,11.57,45.17,52.535881917836946,60.81570000000008
11,15,12.62,43.66,52.535881917836946,60.81570000000008
11,16,12.47,49.74,52.535881917836946,60.81570000000008
11,17,12.29,54.89,52.535881917836946,60.81570000000008
11,18,12.75,52.58,52.535881917836946,60.81570000000008
11,19,10.92,59.19,52.535881917836946,60.81570000000008
11,20,10.35,58.18,52.535881917836946,60.81570000000008
11,21,10.77,51.78,52.535881917836946,60.81570000000008
11,22,10.95,51.02,52.535881917836946,60.81570000000008
11,23,10.8,53.62,52.535881917836946,60.81570000000008
11,24,11.45,51.35,52.535881917836946,60.81570000000008
11,25,13.16,51.02,52.535881917836946,60.81570000000008
11,26,14.71,49.92,52.535881917836946,60.81570000000008
11,27,15.75,47.89,52.535881917836946,60.81570000000008
11,28,14.28,54.94,52.535881917836946,60.81570000000008
11,29,14.47,52.44,52.535881917836946,60.81570000000008
11,30,13.57,64.19,52.535881917836946,60.81570000000008
11,31,11.63,82.08,52.535881917836946,60.81570000000008
11,32,11.13,60.4,52.535881917836946,60.81570000000008
11,33,12.2,49.59,52.535881917836946,60.81570000000008
11,34,12.84,75.76,52.535881917836946,60.81570000000008
11,35,11.49,71.85,52.535881917836946,60.81570000000008
11,36,10.34,59.74,52.535881917836946,60.81570000000008
11,37,11.09,51.18,52.535881917836946,60.81570000000008
11,38,11.02,47.24,52.535881917836946,60.81570000000008
11,39,13.37,41.17,52.535881917836946,60.81570000000008
11,40,14.46,42.87,52.535881917836946,60.81570000000008
11,41,14.9,43.73,52.535881917836946,60.81570000000008
11,42,15.9,44.22,52.535881917836946,60.81570000000008
11,43,16.19,48.7,52.535881917836946,60.81570000000008
11,44,15.78,47.89,52.535881917836946,60.81570000000008
11,45,15.77,44.94,52.535881917836946,60.81570000000008
11,46,16.38,39.72,52.535881917836946,60.81570000000008
11,47,16.93,39.21,52.535881917836946,60.81570000000008
11,48,16.63,49.3,52.535881917836946,60.81570000000008
11,49,18.06,47.07,52.535881917836946,60.81570000000008
11,50,16.05,58.99,52.535881917836946,60.81570000000008
11,51,14.49,53.65,52.535881917836946,60.81570000000008
11,52,13.63,48.3,52.535881917836946,60.81570000000008
11,53,13.62,38.99,52.535881917836946,60.81570000000008
11,54,13.84,38.65,52.535881917836946,60.81570000000008
11,55,13.1,45.33,52.535881917836946,60.81570000000008
11,56,13.69,41.81,52.535881917836946,60.81570000000008
11,57,13.75,50.02,52.535881917836946,60.81570000000008
11,58,15.32,49.35,52.535881917836946,60.81570000000008
11,59,16.48,49.88,52.535881917836946,60.81570000000008
11,60,17.16,57.47,52.535881917836946,60.81570000000008
11,61,16.18,73.17,52.535881917836946,60.81570000000008
11,62,13.04,69.12,52.535881917836946,60.81570000000008
11,63,11.27,54.63,52.535881917836946,60.81570000000008
11,64,13.37,50.5,52.535881917836946,60.81570000000008
11,65,14.02,50.79,52.535881917836946,60.81570000000008
11,66,15.23,54.78,52.535881917836946,60.81570000000008
11,67,16.14,48.25,52.535881917836946,60.81570000000008
11,68,17.45,46.49,52.535881917836946,60.81570000000008
11,69,18.78,42.77,52.535881917836946,60.81570000000008
11,70,19.59,44.77,52.535881917836946,60.81570000000008
11,71,20.07,47.52,52.535881917836946,60.81570000000008
11,72,18.22,52.6,52.535881917836946,60.81570000000008
11,73,17.8,56.9,52.535881917836946,60.81570000000008
11,74,19.22,45.55,52.535881917836946,60.81570000000008
11,75,19.66,39.62,52.535881917836946,60.81570000000008
11,76,20.57,40.51,52.535881917836946,60.81570000000008
11,77,21.68,40.91,52.535881917836946,60.81570000000008
11,78,21.55,44.23,52.535881917836946,60.81570000000008
11,79,22.46,42.92,52.535881917836946,60.81570000000008
11,80,22.57,43.88,52.535881917836946,60.81570000000008
11,81,21.93,51.81,52.535881917836946,60.81570000000008
11,82,23.45,44.92,52.535881917836946,60.81570000000008
11,83,22.93,39.3,52.535881917836946,60.81570000000008
11,84,22.8,41.43,52.535881917836946,60.81570000000008
11,85,24.91,40.61,52.535881917836946,60.81570000000008
11,86,24.99,44.8,52.535881917836946,60.81570000000008
11,87,25.23,51.11,52.535881917836946,60.81570000000008
11,88,26.7,49.29,52.535881917836946,60.81570000000008
11,89,23.82,61.15,52.535881917836946,60.81570000000008
11,90,23.59,50.15,52.535881917836946,60.81570000000008
11,91,21.69,52.04,52.535881917836946,60.81570000000008
11,92,22.91,46.31,52.535881917836946,60.81570000000008
11,93,25.36,39.28,52.535881917836946,60.81570000000008
11,94,24.13,39.26,52.535881917836946,60.81570000000008
11,95,24.3,38.71,52.535881917836946,60.81570000000008
11,96,23.71,36.78,52.535881917836946,60.81570000000008
11,97,24.61,35.33,52.535881917836946,60.81570000000008
11,98,24.96,34.35,52.535881917836946,60.81570000000008
11,99,25.44,32.99,52.535881917836946,60.81570000000008
11,100,26.01,34.01,52.535881917836946,60.81570000000008
11,101,26.41,36.65,52.535881917836946,60.81570000000008
11,102,27.14,34.89,52.535881917836946,60.81570000000008
11,103,27.71,38.78,52.535881917836946,60.81570000000008
11,104,23.62,58.84,52.535881917836946,60.81570000000008
11,105,25.65,53.95,52.535881917836946,60.81570000000008
11,106,25.57,51.1,52.535881917836946,60.81570000000008
11,107,24.82,42.64,52.535881917836946,60.81570000000008
11,108,27.1,36.05,52.535881917836946,60.81570000000008
11,109,27.77,38.18,52.535881917836946,60.81570000000008
11,110,25.99,44.36,52.535881917836946,60.81570000000008
11,111,27.17,42.93,52.535881917836946,60.81570000000008
11,112,27.09,38.85,52.535881917836946,60.81570000000008
11,113,27.1,36.66,52.535881917836946,60.81570000000008
11,114,26.36,39.34,52.535881917836946,60.81570000000008
11,115,28.15,36.8,52.535881917836946,60.81570000000008
11,116,29.28,33.21,52.535881917836946,60.81570000000008
11,117,26.43,45.53,52.535881917836946,60.81570000000008
11,118,26.9,40.06,52.535881917836946,60.81570000000008
11,119,22.41,57.52,52.535881917836946,60.81570000000008
11,120,24.52,42.8,52.535881917836946,60.81570000000008
11,121,22.74,43.98,52.535881917836946,60.81570000000008
